name,rating,reviews,avg_salary,description
Creative Synergies Group,3.9,777,2.3k,IT Services & Consulting | Bengaluru +9 other locations
Hitachi Digital Services,3.5,777,2.1k,IT Services & Consulting | Hyderabad +16 other locations
Toyo Engineering,4.0,777,3.7k,Engineering & Construction | Mumbai +45 other locations
Pratap Technocrats,3.8,776,1.9k,Telecom | Ahmedabad +121 other locations
Reliance Smart,4.1,775,2.2k,Retail | Hyderabad +251 other locations
People Tech Group,2.3,774,5.4k,IT Services & Consulting | Hyderabad +13 other locations
Fleetguard Filters Private Limited,4.3,774,2.7k,Auto Components | Pune +85 other locations
Ksb Pumps,3.7,772,3.3k,Industrial Machinery | Pune +38 other locations
Lenovo,4.0,771,4.1k,Consumer Electronics & Appliances | Bengaluru +83 other locations
Lea Associates South Asia,4.3,772,1.9k,Engineering & Construction | New Delhi +141 other locations
Forever Living Products,4.3,770,1.6k,Fitness & Wellness | Mumbai +95 other locations
JioStar,3.5,769,4.7k,Media & Entertainment | Mumbai +42 other locations
JM Financial,3.8,768,3.9k,Financial Services | Mumbai +70 other locations
Neurealm,3.4,767,6.5k,IT Services & Consulting | Chennai +18 other locations
Fidelity International,3.6,768,5.8k,Financial Services | Gurugram +14 other locations
Quatrro Business Support Services,3.3,766,2.6k,Recruitment | Gurugram +14 other locations
Alivus Life Sciences,3.8,766,4.1k,Pharma | Ankleshwar +22 other locations
Creambell,3.9,766,2.1k,Food Processing | New Delhi +105 other locations
Wapcos,3.2,766,2.3k,Engineering & Construction | New Delhi +147 other locations
Wabtec,3.9,765,4.1k,Auto Components | Bengaluru +32 other locations
Forvia Hella,3.8,768,3.4k,Auto Components | Pune +32 other locations
ManipalCigna Health Insurance,3.8,764,2.9k,Insurance | Mumbai +135 other locations
Central Industrial Security Force,4.3,765,1.9k,Law Enforcement & Security | New Delhi +89 other locations
VA Tech Wabag,3.8,765,2.9k,Waste Management | Chennai +54 other locations
BNP Paribas India Solutions,3.6,764,6.4k,IT Services & Consulting | Mumbai +9 other locations
Assystem,3.2,763,2.1k,Engineering & Construction | Chennai +68 other locations
Bses Rajdhani Power,3.8,763,2.7k,Power | New Delhi +22 other locations
Bunge India,3.9,763,3.1k,Food Processing | Sahibzada Ajit Singh Nagar +70 other locations
Amadeus,3.7,762,7.3k,Software Product | Bengaluru +14 other locations
Orion Edutech,3.3,761,1.4k,EdTech | Kolkata +115 other locations
Wipro Infrastructure Engineering,3.7,761,3.9k,Industrial Machinery | Bengaluru +37 other locations
Times Internet,3.5,759,5.5k,Internet | Noida +24 other locations
McDermott International,4.2,758,3.5k,Engineering & Construction | Chennai +33 other locations
Better.com,3.0,758,3.9k,Financial Services | Gurugram +9 other locations
Padget Electronics,3.7,757,2.7k,Electronics Manufacturing | Noida +17 other locations
Zee Entertainment Enterprises,3.4,757,4.4k,Media & Entertainment | Mumbai +35 other locations
Brane Enterprises,2.1,757,3.4k,Software Product | Hyderabad +12 other locations
National Informatics Centre,3.9,756,4.1k,Government | New Delhi +77 other locations
HSBC Software Development,4.1,757,8.1k,Software Product | Pune +8 other locations
TO THE NEW,3.6,756,5.8k,IT Services & Consulting | Noida +20 other locations
Celebal Technologies,3.0,756,4.5k,IT Services & Consulting | Jaipur +22 other locations
Protiviti,3.0,755,5.3k,Management Consulting | Gurugram +28 other locations
India Japan Lighting,4.1,754,2.6k,Auto Components | Chennai +29 other locations
CMS Computers Limited (INDIA),3.6,753,3.2k,IT Services & Consulting | New Delhi +78 other locations
Dunzo,3.5,753,3.2k,Internet | Bengaluru +21 other locations
Samsung E&A,3.9,752,2.4k,Engineering & Construction | Noida +47 other locations
Ameriprise Financial,3.7,752,5.1k,Financial Services | Gurugram +11 other locations
BCD Travel,4.3,751,1.7k,Travel & Tourism | Bengaluru +11 other locations
Finolex Cables,3.7,751,2.6k,Electrical Equipment | Pune +76 other locations
Veradigm,3.7,750,3.6k,Software Product | Pune +9 other locations
UnitedLex,2.7,750,3.7k,Analytics & KPO | New Delhi +13 other locations
Sharda Motor Industries,3.7,750,2.8k,Auto Components | Chennai +27 other locations
1 India Family Mart,4.6,749,1.5k,Retail | New Delhi +98 other locations
Vaaman Engineers,3.8,749,2.2k,Engineering & Construction | Jharsuguda +46 other locations
Steel Authority Of India,4.1,748,2.2k,Iron & Steel | Bokaro +54 other locations
India Cements,3.8,748,2.8k,Building Material | Chennai +93 other locations
CADD Centre Training Services,4.0,747,2k,Education & Training | Chennai +132 other locations
Exicom,4.0,748,3.1k,Semiconductors | Gurugram +31 other locations
Hapag-Lloyd,3.8,747,3.1k,Ports & Shipping | Chennai +16 other locations
Aurigo Software Technologies,4.6,748,1k,Software Product | Bengaluru +6 other locations
Mott MacDonald,4.0,746,2.8k,Management Consulting | Mumbai +49 other locations
LifeCell International,3.4,745,2.8k,Biotechnology | Chennai +76 other locations
Bitwise Solutions,3.7,745,4.4k,IT Services & Consulting | Pune +9 other locations
Mindsprint,3.5,746,4.2k,IT Services & Consulting | Chennai +10 other locations
Transrail Lighting,4.0,746,2.6k,Engineering & Construction | Mumbai +98 other locations
Livguard,3.9,744,2.3k,Electronics Manufacturing | Gurugram +86 other locations
Religare,3.6,743,2.5k,Financial Services | New Delhi +98 other locations
Integreon,3.2,745,4k,BPO | Mumbai +12 other locations
Writer Information Management Services,3.1,742,2.8k,BPO | Mumbai +70 other locations
Neuland Laboratories,4.0,741,3k,Pharma | Hyderabad +7 other locations
Isuzu Motors,4.1,741,2.9k,Automobile | Chennai +39 other locations
Religare,3.6,743,2.5k,Financial Services | New Delhi +98 other locations
Primus Global Technologies,3.7,741,3.1k,IT Services & Consulting | Bengaluru +27 other locations
EMERSON PROCESS MANAGEMENT,4.1,741,4.5k,Industrial Automation | Pune +31 other locations
SLK Global Services,4.0,740,2.6k,BPO | Bengaluru +9 other locations
Stellantis,3.4,740,5.1k,Automobile | Chennai +17 other locations
Greenply,3.8,739,2.4k,Building Material | Kolkata +97 other locations
Google Operations Center,3.5,739,4.2k,BPO | Hyderabad +14 other locations
Sterling Tools,4.5,739,1.2k,Auto Components | Faridabad +16 other locations
Galfar,3.9,738,1.8k,Engineering & Construction | Muscat +39 other locations
Deepak Nitrite,3.9,738,3.1k,Chemicals | Vadodara +20 other locations
Boeing,3.8,737,6.9k,Aviation | Bengaluru +13 other locations
Care Hospital,4.1,737,2.2k,Healthcare | Hyderabad +43 other locations
Mswipe Technologies,3.2,736,2.3k,FinTech | Mumbai +97 other locations
Smollan Group,3.9,736,1.8k,Marketing & Advertising | Mumbai +143 other locations
Rackspace,3.7,736,4.4k,IT Services & Consulting | Gurugram +15 other locations
Sun Life Financial,3.8,734,4.2k,Financial Services | Gurugram +12 other locations
OLX India,3.7,734,3.2k,Internet | Gurugram +57 other locations
Sun Life Financial,3.8,734,4.2k,Financial Services | Gurugram +12 other locations
Volkswagen Group Digital Solutions [India],3.9,732,4.8k,IT Services & Consulting | Pune +15 other locations
The Akshaya Patra Foundation,4.4,732,1.9k,Non-Profit | Bengaluru +68 other locations
ASG Eye Hospital,3.5,731,1.8k,Healthcare | Jaipur +76 other locations
GirnarSoft,3.6,731,3.3k,IT Services & Consulting | Gurugram +53 other locations
Indusind Marketing & Financial Services,3.7,730,1.6k,Financial Services | Chennai +273 other locations
LG Soft India,2.7,730,4.6k,IT Services & Consulting | Bengaluru +15 other locations
Electrosteel Casting,3.6,729,2.8k,Building Material | Kolkata +29 other locations
V-Trans,3.8,729,1.9k,Logistics | Mumbai +94 other locations
Evision Technoserve,4.8,729,213,IT Services & Consulting | Pune +44 other locations
Delta Electronics,3.8,727,3.6k,Electronics Manufacturing | Bengaluru +45 other locations
Redcliffe Labs,4.0,727,1.8k,Healthcare | New Delhi +83 other locations
McKinsey & Company,3.8,726,8.6k,Management Consulting | Gurugram +25 other locations
Vertex Customer Solutions,3.5,724,1.1k,IT Services & Consulting | Chennai +33 other locations
B. G. Shirke Construction Technology,4.2,724,2.7k,Engineering & Construction | Pune +26 other locations
Lavender Technology,4.9,724,19,IT Services & Consulting | Bengaluru +8 other locations
Sterlite Power,4.1,726,3.2k,Power | New Delhi +84 other locations
BDO India LLP,3.2,724,3.8k,Accounting & Auditing | Mumbai +36 other locations
Turtlemint,3.7,723,2.5k,Internet | Mumbai +115 other locations
Molex,3.8,722,3.9k,Electronics Manufacturing | Bengaluru +17 other locations
Molex,3.8,722,3.9k,Electronics Manufacturing | Bengaluru +17 other locations
Mitsubishi Electric India,4.2,721,3k,Electronics Manufacturing | Pune +52 other locations
Ag Industries,3.9,721,2.8k,Auto Components | Gurugram +32 other locations
Adidas,3.9,720,3.9k,Fashion & Textile | Gurugram +69 other locations
Expleo Solutions,3.5,720,4.9k,IT Services & Consulting | Chennai +15 other locations
AI Airport Services,3.3,720,1.7k,Aviation | Mumbai +60 other locations
Nvidia,3.5,718,5.4k,Hardware & Networking | Pune +19 other locations
Home First Finance Company India,3.5,718,2.7k,NBFC | Mumbai +105 other locations
DuPont,4.2,718,3k,Waste Management | Hyderabad +46 other locations
Koch Business Solutions,3.1,717,5.1k,IT Services & Consulting | Bengaluru +11 other locations
Bristlecone,3.7,716,6.1k,IT Services & Consulting | Bengaluru +14 other locations
TDK India Private Limited,3.9,716,2.2k,Semiconductors | Nashik +26 other locations
Trianz,3.5,715,4.8k,IT Services & Consulting | Hyderabad +9 other locations
R.V.R. PROJECTS,3.9,715,1.8k,Engineering & Construction | Hyderabad +69 other locations
Tavant Technologies,3.8,714,6.3k,IT Services & Consulting | Bengaluru +13 other locations
Bikanervala,3.9,714,2k,FMCG | New Delhi +70 other locations
ffreedom app,3.5,714,1.5k,Internet | Bengaluru +26 other locations
JSW Energy,4.1,713,3.7k,Power | Mumbai +79 other locations
BSH Home Appliances Group,3.8,713,2.5k,Consumer Electronics & Appliances | Bengaluru +60 other locations
Shalby Hospitals,4.2,712,2.1k,Healthcare | Ahmedabad +23 other locations
NecLife,3.6,711,2.3k,Pharma | Chandigarh +30 other locations
URC Construction,3.6,711,2.5k,Engineering & Construction | Chennai +51 other locations
Razorpay,3.4,712,6.6k,FinTech | Bengaluru +27 other locations
Eastman Auto and Power Limited,3.9,711,2.1k,Electronics Manufacturing | Gurugram +71 other locations
Genus Power Infrastructures,3.9,711,2.9k,Electronics Manufacturing | Jaipur +85 other locations
uFaber,2.2,710,1.4k,Education & Training | Mumbai +24 other locations
Biba Apparels,3.5,709,2.2k,Fashion & Textile | New Delhi +97 other locations
Medreich,3.9,708,3k,Pharma | Bengaluru +14 other locations
Rentokil Pest Control,3.6,709,2.1k,Facility Management Services | Mumbai +111 other locations
Bahwan CyberTek,3.3,707,4.9k,IT Services & Consulting | Chennai +21 other locations
XcelServ Solutions,4.4,706,419,IT Services & Consulting | New Delhi +33 other locations
Goodyear,3.5,706,2.6k,Auto Components | Chhatrapati Sambhajinagar +66 other locations
Diebold Nixdorf,3.6,705,3.6k,Software Product | Hyderabad +45 other locations
Gartner,3.8,706,6.6k,Management Consulting | Gurugram +18 other locations
Thriveni Earthmovers,3.9,703,2.5k,Metals & Mining | Jamshedpur +47 other locations
Cotiviti,3.5,704,4.6k,Analytics & KPO | Hyderabad +10 other locations
Tredence,3.3,703,6.6k,IT Services & Consulting | Bengaluru +9 other locations
Raychem RPG,3.7,702,2.5k,Electrical Equipment | Mumbai +34 other locations
Visteon,3.1,702,4.7k,Auto Components | Chennai +21 other locations
ReSource Pro,3.8,702,3.6k,BPO | Bengaluru +9 other locations
Wow Momo Foods,4.1,701,1.9k,Hospitality | Kolkata +66 other locations
ReSource Pro,3.8,702,3.6k,BPO | Bengaluru +9 other locations
Ness Digital Engineering,3.2,701,5.6k,IT Services & Consulting | Bengaluru +11 other locations
Lovely Professional University,3.3,701,2k,Education & Training | Jalandhar +30 other locations
KreditBee,3.4,702,3.4k,Internet | Bengaluru +25 other locations
Kissht Finance,4.0,700,2.1k,FinTech | Mumbai +95 other locations
Wolters Kluwer,3.8,699,5k,Software Product | Pune +16 other locations
Central Bank of India,3.9,698,1.5k,Banking | Mumbai +209 other locations
Mynd Solutions Private,3.7,698,3.2k,BPO | Gurugram +33 other locations
Apple,4.3,698,5.5k,Consumer Electronics & Appliances | Bengaluru +107 other locations
Infor Global Solution,3.9,697,6.7k,Software Product | Hyderabad +9 other locations
PrimEra Medical Technologies,3.6,696,3.9k,IT Services & Consulting | Hyderabad +14 other locations
Ramky Infrastructure,4.2,696,1.9k,Engineering & Construction | Hyderabad +51 other locations
Patel Engineering,4.1,694,2.3k,Engineering & Construction | Mumbai +70 other locations
HRH Next Services,2.9,694,2k,BPO | Hyderabad +23 other locations
Asb International,3.6,694,2.7k,Industrial Machinery | Mumbai +23 other locations
LEAP India Limited,4.6,693,1.3k,Packaging | Mumbai +47 other locations
Sykes Business Services Of India,3.4,693,2.5k,BPO | Hyderabad +15 other locations
TCNS Clothing Company,4.1,693,1.6k,Fashion & Textile | New Delhi +110 other locations
Kaar Tech,4.3,694,2.1k,IT Services & Consulting | Chennai +12 other locations
Moglix,3.3,693,3.6k,Internet | Noida +39 other locations
CtrlS,3.6,692,3.2k,IT Services & Consulting | Hyderabad +17 other locations
Transsion,4.0,691,2.6k,Consumer Electronics & Appliances | Noida +65 other locations
Radico Khaitan,4.0,691,2.1k,Beverage | Rampur +80 other locations
Samunnati,4.5,690,919,NBFC | Chennai +61 other locations
Technotask Business Solutions,3.5,690,2k,BPO | Bhopal +21 other locations
Bharat Serums and Vaccines,4.0,690,2.3k,Pharma | Mumbai +66 other locations
Csc E Governance Services,3.8,690,1.7k,Government | New Delhi +202 other locations
North East Small Finance Bank,3.5,689,1.8k,Banking | Guwahati +92 other locations
Vindhya Telelinks,4.0,689,2.1k,Hardware & Networking | Rewa +93 other locations
TTK Prestige,3.8,689,2.5k,Consumer Electronics & Appliances | Bengaluru +83 other locations
Jubilant Ingrevia,3.7,689,2.9k,Chemicals | Bharuch +33 other locations
HSBC Bank,4.0,689,3k,Banking | Hyderabad +37 other locations
Micro Turners,3.8,688,2.2k,Auto Components | Baddi +42 other locations
Flash Electronics,3.5,689,2.5k,Electronics Manufacturing | Pune +22 other locations
Writer Corporation,3.4,688,2.1k,Logistics | Mumbai +83 other locations
Nomura Holdings,3.7,687,6.9k,Investment Banking / Venture Capital / Private Equity | Mumbai +11 other locations
Lohia Corp,4.0,687,2.5k,Industrial Machinery | Kanpur +21 other locations
NSB Bpo Solutions,2.8,688,1.7k,BPO | Noida +83 other locations
IHG,3.5,686,2.7k,Hospitality | New Delhi +46 other locations
Lohia Corp,4.0,687,2.5k,Industrial Machinery | Kanpur +21 other locations
Wuerth,3.5,686,2.4k,Industrial Machinery | Pune +65 other locations
Leverage Edu,4.1,686,1.8k,EdTech | Noida +22 other locations
Titan Eye Plus,4.1,685,1.4k,Other | Kolkata +131 other locations
TransUnion,3.6,685,6.3k,Financial Services | Chennai +10 other locations
Nephroplus,3.8,685,3k,Healthcare | Hyderabad +112 other locations
Dodla Dairy,4.2,685,1.9k,Food Processing | Hyderabad +72 other locations
Cohesity,3.9,684,5.1k,Software Product | Pune +47 other locations
Embibe,3.4,684,2.6k,EdTech | Bengaluru +19 other locations
Autoliv,3.9,685,2.8k,Auto Components | Bengaluru +23 other locations
Vizag Steel,4.0,683,1.7k,Iron & Steel | Visakhapatnam +29 other locations
Toppr,3.4,682,3.2k,EdTech | Mumbai +42 other locations
Emami Agrotech,3.9,684,2.5k,Food Processing | Kolkata +67 other locations
Kurlon,4.3,682,2.1k,Furniture & Furnishing | Bengaluru +88 other locations
Caparo Engineering India,4.0,682,2.5k,Auto Components | Chennai +34 other locations
Quislex Legal Services,4.1,681,1.8k,Legal | Hyderabad +11 other locations
Keventer,3.7,681,2.2k,FMCG | Kolkata +65 other locations
Teamlease Digital,3.3,681,3.3k,Recruitment | Bengaluru +68 other locations
Neeyamo Enterprise Solutions,3.6,681,4k,Pune +10 other locations
BASF,4.2,680,2.4k,Chemicals | Mumbai +96 other locations
ChannelPlay,3.9,680,1.9k,Marketing & Advertising | Gurugram +93 other locations
Orient Cement,4.4,680,2.4k,Building Material | Hyderabad +70 other locations
Doosan Power Systems,4.3,680,2.5k,Power | Gurugram +31 other locations
Progressive Infovision,3.8,680,1.1k,Recruitment | New Delhi +78 other locations
VRL Logistics,3.7,680,1.7k,Logistics | Bengaluru +119 other locations
Bisk Farm,4.0,680,1.6k,Food Processing | Kolkata +138 other locations
Bayer Crop Science Vegetable Seeds,4.1,680,960,Bengaluru +140 other locations
Office Beacon,4.6,679,888,BPO | Vadodara +20 other locations
TVS Electronics,3.8,678,2.3k,Electronics Manufacturing | Chennai +72 other locations
YOKOGAWA,3.8,679,3.7k,Industrial Automation | Bengaluru +25 other locations
Surya Roshni,4.1,678,2.2k,Building Material | New Delhi +74 other locations
Capco Technologies,3.7,677,5.1k,IT Services & Consulting | Bengaluru +18 other locations
SG Analytics,2.6,677,3.6k,Analytics & KPO | Pune +12 other locations
Testbook.com,3.3,677,4.5k,EdTech | Noida +30 other locations
Elite Elevators,4.2,677,1k,Industrial Machinery | Chennai +41 other locations
Rane NSK Steering Systems,4.0,676,2k,Auto Components | Chennai +26 other locations
Medtronic,3.9,676,4.6k,Medical Equipment | Hyderabad +46 other locations
InternEzy,4.9,676,5,EdTech | Chennai +6 other locations
Blue Yonder,3.6,677,7.4k,Software Product | Bengaluru +14 other locations
Orient Technologies,3.7,676,3k,IT Services & Consulting | Mumbai +50 other locations
Solv,3.5,676,1.7k,Internet | Bengaluru +142 other locations
Bridgestone - Global Capability Center,4.0,677,2.8k,Auto Components | Pune +61 other locations
Livpure,3.8,674,2.3k,Consumer Electronics & Appliances | Gurugram +82 other locations
Quess IT Staffing Solutions,3.2,674,1.6k,Bengaluru +55 other locations
MPS Limited,3.5,673,3k,Content Development | Dehradun +24 other locations
Lionbridge Technologies,3.5,674,3.8k,Content Development | Mumbai +14 other locations
Wissen Infotech,3.6,674,4.9k,IT Services & Consulting | Bengaluru +15 other locations
Dhanuka Agritech,3.7,672,1.9k,Agro Chemicals | Gurugram +109 other locations
Redington,4.0,671,3.1k,Hardware & Networking | Chennai +48 other locations
R.S. Infraprojects,4.0,671,1.7k,Engineering & Construction | Noida +98 other locations
Osource Global,3.5,671,2.7k,BPO | Mumbai +28 other locations
NextComm Corporation,4.8,669,37,Software Product | Bengaluru +8 other locations
Mahindra Integrated Business Solutions,3.4,669,2.6k,BPO | Mumbai +85 other locations
L&T Power,3.9,668,3.4k,Power | Vadodara +98 other locations
Tejas Networks,3.8,668,4k,Hardware & Networking | Bengaluru +35 other locations
CJ Darcl Logistics Limited,4.0,669,1.9k,Logistics | Gurugram +83 other locations
Triveni Engineering & Industries,4.2,669,2.5k,Food Processing | Noida +57 other locations
Magic EdTech,3.5,668,3.7k,EdTech | Noida +11 other locations
Housing.com,3.6,667,3k,Internet | Gurugram +44 other locations
EPL Limited,3.8,667,1.8k,Packaging | Mumbai +34 other locations
EPL Limited,3.8,667,1.8k,Packaging | Mumbai +34 other locations
Vasudha Pharma Chem,4.0,667,2.3k,Pharma | Visakhapatnam +9 other locations
BDO RISE Private Limited,3.6,667,3k,Accounting & Auditing | Bengaluru +9 other locations
DAV Public School,4.0,666,1.3k,Education & Training | New Delhi +153 other locations
Future Supply Chain Solutions,4.4,665,2.1k,Logistics | Nagpur +70 other locations
Snapdeal,3.8,665,2.8k,Internet | Gurugram +31 other locations
Saint Gobain Glass,3.9,665,2k,Building Material | Chennai +57 other locations
HCL Healthcare,4.6,665,962,Healthcare | Noida +40 other locations
Government of India,4.2,664,3.8k,Government | New Delhi +157 other locations
SMC Global Securities,3.5,664,2.6k,Financial Services | New Delhi +90 other locations
Optimum Infosystem,3.2,664,3.5k,IT Services & Consulting | Chennai +16 other locations
JoulestoWatts Business Solutions,3.4,665,3.3k,IT Services & Consulting | Bengaluru +17 other locations
Ingram Micro,3.6,663,3.4k,IT Services & Consulting | Mumbai +47 other locations
Corteva Agriscience,4.3,664,2.6k,Agro Chemicals | Hyderabad +107 other locations
CSC,3.6,663,4.6k,Financial Services | Bengaluru +24 other locations
bp,3.7,662,4.4k,Oil & Gas | Pune +14 other locations
Welspun World,3.6,661,2.5k,Building Material | Anjar +53 other locations
ANAROCK Property Consultants,3.5,660,3.1k,Real Estate | Mumbai +31 other locations
Magic Bus India Foundation,3.8,659,1.7k,Non-Profit | Mumbai +77 other locations
Omaxe,4.2,659,2.1k,Real Estate | New Delhi +24 other locations
PeopleStrong,3.4,658,3.2k,Recruitment | Gurugram +20 other locations
Kutumbh Care,4.0,658,1.6k,Recruitment | Noida +161 other locations
Licious,3.6,658,3k,Internet | Bengaluru +38 other locations
BrightCHAMPS,4.3,657,1.1k,EdTech | Bengaluru +28 other locations
Krsnaa Diagnostics,3.6,657,1.6k,Healthcare | Pune +96 other locations
Epicenter Technologies,3.4,657,2.3k,BPO | Mumbai +8 other locations
Indorama,3.9,657,2.3k,Agro Chemicals | Haldia +46 other locations
My Home Industries,4.0,656,2.3k,Building Material | Hyderabad +70 other locations
DeHaat,3.6,656,2.1k,Internet | Gurugram +116 other locations
Healthians,4.1,655,2k,Internet | Gurugram +48 other locations
Cogoport,3.2,655,1.9k,Internet | Mumbai +13 other locations
Narayana e-Techno School,3.6,655,2k,Education & Training | Bengaluru +104 other locations
Celebi Aviation Holding,4.0,654,1.2k,Aviation | New Delhi +19 other locations
TCI Express,3.9,654,1.9k,Logistics | New Delhi +77 other locations
Centaur Pharmaceuticals,3.5,652,2.8k,Pharma | Pune +67 other locations
Quality Austria Central Asia,3.5,654,1.8k,Other | New Delhi +74 other locations
Nihilent,3.1,652,4.9k,IT Services & Consulting | Pune +8 other locations
BankBazaar,3.2,651,2.9k,FinTech | Chennai +15 other locations
TIAA Global Business Services,3.7,651,5k,Financial Services | Pune +9 other locations
Sintex BAPL,3.6,651,2.4k,Petrochemicals | Ahmedabad +71 other locations
Careon Healthcare Solutions,3.9,650,2.9k,Medical Equipment | Bengaluru +14 other locations
Qatar Airways,3.5,650,2.1k,Aviation | Ahmedabad +29 other locations
TIAA Global Business Services,3.7,651,5k,Financial Services | Pune +9 other locations
Tata Power Delhi Distribution,3.8,649,2.8k,Power | New Delhi +31 other locations
Surin Automotive,3.9,648,2k,Industrial Machinery | Pune +22 other locations
Grihum Housing Finance,3.7,648,2.1k,NBFC | Pune +151 other locations
Carrier,3.7,648,4.6k,Industrial Machinery | Hyderabad +52 other locations
Videocon d2h,3.8,645,1.2k,Internet | New Delhi +118 other locations
Forbes Marshall,3.9,645,2.7k,Industrial Machinery | Pune +24 other locations
Impetus Technologies,3.3,646,6.3k,IT Services & Consulting | Indore +14 other locations
Pennar Industries,3.5,644,3k,Engineering & Construction | Hyderabad +31 other locations
Fiat India Automobiles,3.6,644,2.3k,Automobile | Pune +23 other locations
Corporate Infotech,3.7,644,2.2k,IT Services & Consulting | New Delhi +54 other locations
Collegedunia,3.2,645,3.3k,Internet | Gurugram +28 other locations
Hetero Healthcare,3.5,644,2.3k,Pharma | Hyderabad +83 other locations
NiCE,3.5,644,4.5k,Software Product | Pune +15 other locations
Yatra,3.3,643,3k,Travel & Tourism | Gurugram +20 other locations
Times Group,3.8,643,4.7k,Printing & Publishing | Mumbai +47 other locations
ICA Edu Skills,3.8,643,1.4k,Education & Training | Kolkata +119 other locations
TDS Lithium-Ion Battery,4.2,643,2.2k,Auto Components | Ahmedabad +20 other locations
Inspirisys Solution,3.7,645,3.8k,IT Services & Consulting | Chennai +56 other locations
Revolut,2.6,646,3.2k,FinTech | Bengaluru +18 other locations
Ramboll,3.9,642,3.2k,Engineering & Construction | Gurugram +32 other locations
Alshaya Group,3.7,641,2.3k,Retail | Bengaluru +29 other locations
Sandvik Asia,4.0,641,1.6k,Industrial Machinery | Pune +37 other locations
Anudip Foundation,4.1,642,1.3k,Non-Profit | Kolkata +64 other locations
Uno Mindarika,4.0,641,2k,Auto Components | Gurugram +27 other locations
Talentpro,3.8,641,2.4k,Recruitment | Chennai +126 other locations
Vikram Solar,3.6,640,2.3k,Power | Kolkata +42 other locations
3M,4.0,639,3.2k,Electronics Manufacturing | Bengaluru +54 other locations
MAQ Software,3.2,637,4k,IT Services & Consulting | Noida +9 other locations
Welspun Corp,3.9,637,2.1k,Iron & Steel | Anjar +31 other locations
RealPage,3.6,637,4.2k,Software Product | Hyderabad +8 other locations
National Stock Exchange of India,3.6,637,4.5k,Financial Services | Mumbai +34 other locations
Mount Litera Zee School,3.7,635,1.5k,Education & Training | Bengaluru +125 other locations
FCC Clutch,3.9,637,2.3k,Auto Components | Gurugram +26 other locations
Gainwell Commosales,4.0,634,2.3k,Industrial Machinery | Kolkata +82 other locations
Philips Innovation Campus,3.7,634,4.5k,Software Product | Bengaluru +20 other locations
GKN,3.9,635,2.3k,Defence & Aerospace | Pune +30 other locations
Wissen Technology,3.7,635,5.3k,IT Services & Consulting | Bengaluru +9 other locations
Global Healthcare Billing Partners,3.3,634,3.7k,BPO | Chennai +15 other locations
Sigma Engineered Solutions,3.9,635,2.5k,Industrial Machinery | Pune +16 other locations
The Lalit,3.5,633,1.6k,Hospitality | New Delhi +32 other locations
Kaizen IT Services,3.9,633,1.3k,IT Services & Consulting | Kolkata +93 other locations
Ferrero,3.9,633,2.1k,Food Processing | Pune +104 other locations
ExportersIndia,4.9,632,130,Internet | New Delhi +2 other locations
NoBrokerHood,2.8,632,2.1k,Software Product | Bengaluru +33 other locations
Geojit Financial Services,3.3,632,2.2k,Financial Services | Kochi +142 other locations
UKB Electronics Limited,3.5,631,2.2k,Electronics Manufacturing | Noida +24 other locations
Danfoss Industries,3.8,631,3.4k,Industrial Machinery | Chennai +21 other locations
Me n Moms,4.2,631,1.1k,Retail | Mumbai +66 other locations
NRB Bearings,4.1,631,2k,Auto Components | Chhatrapati Sambhajinagar +21 other locations
Khazana Jewellery,3.9,631,1.7k,Jewellery | Chennai +50 other locations
Ebixcash Global Services,3.2,632,2.1k,BPO | Mumbai +40 other locations
TVS Eurogrip,3.7,632,2.1k,Auto Components | Madurai +83 other locations
Chaitanya India Fin Credit,4.1,630,1.5k,NBFC | Bengaluru +175 other locations
Electrotherm,4.1,630,2.8k,Iron & Steel | Ahmedabad +41 other locations
Continental,3.6,630,3.6k,Auto Components | Bengaluru +50 other locations
Avalon Technologies,3.8,629,3.4k,Electronics Manufacturing | Chennai +17 other locations
Airports Authority of India,4.2,630,1.8k,Aviation | New Delhi +91 other locations
Avalon Technologies,3.8,629,3.4k,Electronics Manufacturing | Chennai +17 other locations
Finova Capital,3.8,630,1.5k,NBFC | Jaipur +185 other locations
Varthana,4.0,629,1.4k,NBFC | Bengaluru +80 other locations
B.L. Kashyap & Sons,3.7,628,1.7k,Engineering & Construction | Bengaluru +25 other locations
Suroj Buildcon,4.1,628,1.6k,Engineering & Construction | Pune +49 other locations
Data Entry,4.2,628,1.9k,BPO | New Delhi +109 other locations
Turbo Energy,4.1,627,2k,Auto Components | Chennai +25 other locations
Suraksha Diagnostic,3.7,627,1.6k,Healthcare | Kolkata +35 other locations
Sir H. N. Reliance Foundation Hospital and Research,4.2,627,1.2k,Healthcare | Mumbai +10 other locations
Reliance Jewels,3.9,627,1.3k,Jewellery | Mumbai +131 other locations
Sl Lumax,3.4,627,2.4k,Auto Components | Chennai +19 other locations
InsuranceDekho,3.5,627,2.2k,Internet | Gurugram +85 other locations
NetConnectGlobal,3.1,626,2.7k,IT Services & Consulting | Bengaluru +44 other locations
Monte Carlo,4.2,627,2.5k,Fashion & Textile | Ahmedabad +104 other locations
ACKO,3.4,626,3k,Insurance | Bengaluru +14 other locations
Annalect,3.4,624,4.3k,Marketing & Advertising | Bengaluru +15 other locations
Varun Motors,3.8,623,2.1k,Automobile | Hyderabad +42 other locations
